mmsi,imo,collectionType,timestamp,latitude,longitude,name,shipType
244011558,0.0,TERRESTRIAL,2023-02-12T14:02:23.000Z,52.421325,4.84911667,,
273372890,8111348.0,TERRESTRIAL,2023-02-12T14:02:23.000Z,45.10719,36.57948,,
412451424,,TERRESTRIAL,2023-02-12T14:02:05.000Z,24.87608833,118.949545,,
412423556,,DYNAMIC,2023-02-12T13:58:54.000Z,29.84012167,122.95801833,,
256033000,9705055.0,TERRESTRIAL,2023-02-12T14:02:03.645Z,1.30542167,104.08483,,
257648000,9881093.0,TERRESTRIAL,2023-02-12T14:02:17.972Z,55.31918333,-5.84740667,,
413995722,0.0,TERRESTRIAL,2023-02-12T14:02:14.000Z,31.98978,120.63832,,
413845498,,TERRESTRIAL,2023-02-12T14:02:10.000Z,28.38035,112.82632,,
636018319,9154191.0,TERRESTRIAL,2023-02-12T14:02:15.835Z,-33.91218833,18.42909667,,
413863457,0.0,TERRESTRIAL,2023-02-12T14:00:32.000Z,28.87094333,105.51596167,,
84637003,,TERRESTRIAL,2023-02-12T14:02:05.000Z,24.883135,118.91026833,,
357237000,9510541.0,TERRESTRIAL,2023-02-12T14:02:18.000Z,31.88265833,120.89927333,,
220276000,5115111.0,TERRESTRIAL,2023-02-12T14:02:19.000Z,56.70356333,8.22449,,
352002104,9958066.0,TERRESTRIAL,2023-02-12T14:02:28.313Z,37.341785,126.62849667,,
219000219,7432068.0,TERRESTRIAL,2023-02-12T14:02:04.088Z,-32.12304667,115.73734167,,
227369630,,TERRESTRIAL,2023-02-12T14:00:50.545Z,47.65161667,-2.75825833,,
413774383,0.0,TERRESTRIAL,2023-02-12T14:02:19.000Z,28.86602667,115.99044,,
304676000,9294977.0,DYNAMIC,2023-02-12T13:58:37.000Z,53.90157,6.93068333,,
372045000,8413887.0,DYNAMIC,2023-02-12T13:59:18.000Z,6.09797,1.29032333,,
413871078,0.0,TERRESTRIAL,2023-02-12T14:01:52.000Z,30.11100833,115.297125,,
261007950,0.0,TERRESTRIAL,2023-02-12T14:01:59.000Z,54.602775,18.800645,,
227423650,,TERRESTRIAL,2023-02-12T14:02:34.269Z,46.15018,-1.163005,,
257209600,5054343.0,TERRESTRIAL,2023-02-12T14:02:36.272Z,62.44592333,6.19657667,,
316295000,0.0,TERRESTRIAL,2023-02-12T14:02:24.000Z,44.660895,-63.58503,,
247440400,9782716.0,TERRESTRIAL,2023-02-12T14:02:37.403Z,43.57659333,10.31614667,,
538008775,9524982.0,TERRESTRIAL,2023-02-12T14:02:25.473Z,29.38385667,-93.64142667,,
413822657,0.0,TERRESTRIAL,2023-02-12T13:55:00.000Z,30.37070667,111.71420667,,
351849000,9605047.0,DYNAMIC,2023-02-12T13:59:52.000Z,31.11233667,123.01119167,,
413830094,0.0,TERRESTRIAL,2023-02-12T14:01:56.000Z,30.26801,114.01479667,,
338180596,,TERRESTRIAL,2023-02-12T14:02:01.365Z,37.83846667,-122.31094333,,
374923000,9703100.0,DYNAMIC,2023-02-12T13:46:36.000Z,4.27813667,105.86812,,
211526000,0.0,TERRESTRIAL,2023-02-12T14:01:57.326Z,53.73823167,8.51637333,,
413436170,0.0,DYNAMIC,2023-02-12T13:59:38.000Z,31.058085,122.09761167,,
357069000,9490260.0,TERRESTRIAL,2023-02-12T14:02:18.000Z,22.22205,-97.83935,,
470115000,9829186.0,DYNAMIC,2023-02-12T14:00:13.000Z,24.91584,54.898405,,
413866136,0.0,TERRESTRIAL,2023-02-12T14:02:00.000Z,29.84152333,115.59308,,
341755000,9471800.0,DYNAMIC,2023-02-12T13:59:37.000Z,44.88731667,36.6815,,
412502064,,TERRESTRIAL,2023-02-12T14:01:50.000Z,21.59716167,108.39973833,,
477468700,9844992.0,DYNAMIC,2023-02-12T14:00:06.000Z,15.69906167,41.47504333,,
538008060,9738349.0,TERRESTRIAL,2023-02-12T14:02:16.000Z,17.70961333,83.28343167,,
413992007,,TERRESTRIAL,2023-02-12T14:02:07.000Z,30.85008667,120.11436167,,
311001230,9426312.0,DYNAMIC,2023-02-12T13:48:25.000Z,25.830685,35.60021167,,
412427761,,DYNAMIC,2023-02-12T14:01:36.000Z,31.05731833,123.279335,,
413826233,,TERRESTRIAL,2023-02-12T14:02:29.000Z,30.84655,110.97668,,
319489000,9102069.0,DYNAMIC,2023-02-12T13:49:04.000Z,29.64996833,-69.23726,,
352001898,9297163.0,DYNAMIC,2023-02-12T13:53:13.000Z,36.25122667,21.59806,,
244660717,0.0,TERRESTRIAL,2023-02-12T14:01:52.885Z,51.82078167,4.76490667,,
636021602,9539286.0,TERRESTRIAL,2023-02-12T14:01:53.853Z,40.44064833,17.19403333,,
440027070,0.0,DYNAMIC,2023-02-12T14:00:52.000Z,37.09497,126.56033833,,
412568622,,DYNAMIC,2023-02-12T13:49:36.000Z,20.88482833,108.71707667,,
525008029,8508292.0,TERRESTRIAL,2023-02-12T14:02:02.739Z,-1.30587833,116.98881167,,
215090000,9407213.0,TERRESTRIAL,2023-02-12T14:02:32.912Z,49.35771667,0.98745,,
366875020,0.0,TERRESTRIAL,2023-02-12T14:01:52.874Z,29.35239667,-94.78084833,,
366872170,646543.0,DYNAMIC,2023-02-12T13:58:39.000Z,40.62599333,-73.28835333,,
367095720,,DYNAMIC,2023-02-12T13:57:52.000Z,40.39609333,-73.33919333,,
352001520,8357071.0,TERRESTRIAL,2023-02-12T14:02:16.723Z,42.735495,133.069625,,
413806233,0.0,TERRESTRIAL,2023-02-12T13:59:49.328Z,31.91878,120.13565333,,
671143000,9458743.0,DYNAMIC,2023-02-12T13:57:07.000Z,6.14186,1.282605,,
231800000,9818319.0,TERRESTRIAL,2023-02-12T14:02:22.318Z,57.06661667,9.97316667,,
311000240,8772104.0,DYNAMIC,2023-02-12T14:00:11.000Z,28.00915833,-89.16294667,,
431601180,8712752.0,DYNAMIC,2023-02-12T13:58:40.000Z,35.27225,139.68671667,,
413998888,,DYNAMIC,2023-02-12T13:58:54.000Z,21.19436,108.69285333,,
657112400,9395549.0,TERRESTRIAL,2023-02-12T14:02:05.468Z,4.68975833,7.15834333,,
636021807,9130468.0,TERRESTRIAL,2023-02-12T14:02:20.000Z,24.29504167,120.40060167,,
229603000,9576973.0,DYNAMIC,2023-02-12T13:56:33.000Z,45.09324833,36.591455,,
412473650,0.0,DYNAMIC,2023-02-12T13:59:11.000Z,29.80452,122.525375,,
414191000,0.0,DYNAMIC,2023-02-12T14:01:33.000Z,31.073415,122.68796167,,
257311000,9400497.0,TERRESTRIAL,2023-02-12T14:02:11.000Z,36.1273,-5.35748667,,
413832842,0.0,TERRESTRIAL,2023-02-12T14:02:26.000Z,31.73754,118.46437333,,
413825029,0.0,TERRESTRIAL,2023-02-12T14:02:14.000Z,29.08003,105.99619333,,
421257001,,DYNAMIC,2023-02-12T14:01:14.000Z,31.12629167,122.84836,,
248232000,1010430.0,DYNAMIC,2023-02-12T13:59:15.000Z,41.36968333,2.18612167,,
538002986,9371359.0,TERRESTRIAL,2023-02-12T14:02:06.369Z,37.89599667,23.54704,,
257304700,5234539.0,TERRESTRIAL,2023-02-12T14:02:25.221Z,60.14893833,5.37497167,,
257322400,6807450.0,TERRESTRIAL,2023-02-12T14:02:37.969Z,65.99322,12.24599833,,
413818502,,TERRESTRIAL,2023-02-12T14:02:14.000Z,30.007905,120.64037167,,
257953500,0.0,DYNAMIC,2023-02-12T13:49:11.000Z,67.3891,14.24513333,,
249345000,9726607.0,TERRESTRIAL,2023-02-12T14:02:34.066Z,1.23465,103.77164167,,
219136000,9778533.0,DYNAMIC,2023-02-12T14:00:56.000Z,53.41835,2.85093333,,
244740374,0.0,TERRESTRIAL,2023-02-12T14:02:19.429Z,51.78728,5.05559333,,
9102659,,TERRESTRIAL,2023-02-12T14:02:03.127Z,22.29776167,114.23188667,,
232026644,0.0,DYNAMIC,2023-02-12T14:01:46.000Z,51.74284333,2.86378333,,
538004386,9610456.0,TERRESTRIAL,2023-02-12T14:01:57.998Z,29.93931167,-90.35637667,,
247278400,9499644.0,TERRESTRIAL,2023-02-12T14:02:01.000Z,44.69428333,-63.64713333,,
236385000,9316024.0,TERRESTRIAL,2023-02-12T14:02:24.598Z,51.70040667,-5.056105,,
244770397,0.0,TERRESTRIAL,2023-02-12T14:02:07.184Z,52.66041,5.59419667,,
224115180,9301172.0,DYNAMIC,2023-02-12T14:00:41.000Z,41.33581,2.14490667,,
271047177,,TERRESTRIAL,2023-02-12T14:01:59.000Z,40.71445833,29.47284833,,
249629000,,TERRESTRIAL,2023-02-12T14:02:05.125Z,39.56192833,2.62962667,,
565963000,9355410.0,TERRESTRIAL,2023-02-12T14:02:14.000Z,21.95346833,113.90416833,,
244020019,0.0,TERRESTRIAL,2023-02-12T14:02:21.516Z,53.172615,5.416595,,
244870700,9254068.0,TERRESTRIAL,2023-02-12T14:02:16.370Z,52.20550833,4.35663,,
413379670,9714331.0,DYNAMIC,2023-02-12T13:53:30.000Z,33.01739333,121.53488,,
413276740,0.0,DYNAMIC,2023-02-12T14:01:09.000Z,31.0598,122.81261333,,
316047686,,TERRESTRIAL,2023-02-12T14:02:32.000Z,43.704235,-66.05343333,,
352986193,9912361.0,DYNAMIC,2023-02-12T13:59:37.000Z,34.56150333,121.46152667,,
244700442,0.0,TERRESTRIAL,2023-02-12T14:02:14.324Z,53.52495667,9.88958,,
413263670,0.0,DYNAMIC,2023-02-12T13:55:44.000Z,30.94598,122.75632167,,
219007925,,TERRESTRIAL,2023-02-12T14:02:37.000Z,57.12194167,8.60047833,,
503002570,,TERRESTRIAL,2023-02-12T14:01:58.000Z,-27.868135,153.34864667,,
265832280,,TERRESTRIAL,2023-02-12T14:01:55.440Z,57.89147333,11.68499333,,
538070869,1009118.0,TERRESTRIAL,2023-02-12T14:02:11.000Z,41.10934167,1.24588833,,
412435387,,DYNAMIC,2023-02-12T13:49:09.000Z,31.8422,122.920855,,
259007720,0.0,TERRESTRIAL,2023-02-12T14:02:30.000Z,69.33772667,17.10449667,,
247219700,9351529.0,TERRESTRIAL,2023-02-12T14:02:27.427Z,40.83685833,14.291915,,
511100544,8415706.0,TERRESTRIAL,2023-02-12T14:02:00.536Z,31.83601,34.64396,,
273443820,8135215.0,TERRESTRIAL,2023-02-12T14:01:57.019Z,46.62298333,142.76958333,,
613003744,9183271.0,DYNAMIC,2023-02-12T13:59:45.000Z,36.61019333,22.6661,,
412427720,0.0,TERRESTRIAL,2023-02-12T14:02:12.000Z,28.27731833,121.56115333,,
368277130,,TERRESTRIAL,2023-02-12T14:00:06.562Z,32.11323667,-80.89723667,,
314490000,9190365.0,TERRESTRIAL,2023-02-12T14:01:55.000Z,38.03202667,23.54089,,
413437720,,TERRESTRIAL,2023-02-12T14:00:09.000Z,30.73716667,122.46095,,
412380010,0.0,DYNAMIC,2023-02-12T13:55:03.000Z,31.70539167,122.82296167,,
338430164,,TERRESTRIAL,2023-02-12T14:02:18.756Z,32.71189667,-117.23082333,,
366787440,,TERRESTRIAL,2023-02-12T14:02:30.885Z,47.33884833,-122.58750833,,
338306884,,TERRESTRIAL,2023-02-12T14:02:32.207Z,47.62922167,-122.39035,,
235612000,9249233.0,DYNAMIC,2023-02-12T13:57:18.000Z,17.60791667,119.80763333,,
413375020,1122304.0,DYNAMIC,2023-02-12T13:56:14.000Z,-22.878265,-43.18156667,,
477793900,9367176.0,TERRESTRIAL,2023-02-12T14:01:54.277Z,-27.3612,153.17791667,,
412429538,,DYNAMIC,2023-02-12T13:55:37.000Z,30.85845833,122.81518167,,
636018880,9786023.0,TERRESTRIAL,2023-02-12T14:02:30.702Z,-21.16872833,149.46603667,,
205148000,9149641.0,DYNAMIC,2023-02-12T14:01:51.000Z,56.34034,5.422235,,
636018710,9586708.0,DYNAMIC,2023-02-12T13:51:28.000Z,-1.86266667,-81.42901667,,
403513001,9411317.0,DYNAMIC,2023-02-12T13:52:31.000Z,25.28230833,35.89942333,,
413773734,0.0,TERRESTRIAL,2023-02-12T14:02:22.000Z,30.88051167,110.95440167,,
413281780,0.0,TERRESTRIAL,2023-02-12T14:01:56.000Z,31.65512,121.25998667,,
256564000,9539066.0,DYNAMIC,2023-02-12T14:00:52.000Z,13.62344667,42.51639333,,
352001183,9737694.0,TERRESTRIAL,2023-02-12T14:00:12.920Z,51.27914167,4.24829333,,
412427954,,DYNAMIC,2023-02-12T13:55:20.000Z,31.36142333,122.96323667,,
417222811,,TERRESTRIAL,2023-02-12T14:02:30.000Z,6.93882833,79.84666833,,
244670182,0.0,TERRESTRIAL,2023-02-12T14:02:24.465Z,51.85969333,6.07461167,,
351250000,9557226.0,TERRESTRIAL,2023-02-12T14:02:03.094Z,37.05154667,126.14051,,
352001675,9183300.0,DYNAMIC,2023-02-12T13:47:50.000Z,1.92483833,104.739665,,
303560000,0.0,DYNAMIC,2023-02-12T13:58:27.000Z,33.72152167,-118.27892,,
503078480,,TERRESTRIAL,2023-02-12T14:02:18.874Z,-42.88399667,147.33417333,,
413846231,0.0,DYNAMIC,2023-02-12T13:49:54.000Z,31.96851333,120.40177667,,
538009735,9919967.0,DYNAMIC,2023-02-12T14:02:04.000Z,-1.95145333,-43.99750333,,
413831684,0.0,TERRESTRIAL,2023-02-12T13:55:20.000Z,29.982145,107.830765,,
710001885,,DYNAMIC,2023-02-12T13:54:36.000Z,-2.58807,-44.36726,,
225992914,,TERRESTRIAL,2023-02-12T14:01:22.000Z,44.056535,15.297445,,
538007007,9745902.0,DYNAMIC,2023-02-12T13:57:20.000Z,24.43721333,58.22072833,,
271010138,,DYNAMIC,2023-02-12T14:00:11.000Z,41.01530333,29.00475667,,
413856739,0.0,TERRESTRIAL,2023-02-12T14:01:55.000Z,32.31595333,119.794585,,
66124202,,TERRESTRIAL,2023-02-12T14:02:00.000Z,26.50025333,119.90386,,
477444500,9613850.0,DYNAMIC,2023-02-12T14:00:03.000Z,10.54397667,69.40457833,,
211576360,0.0,TERRESTRIAL,2023-02-12T14:02:02.879Z,49.01512667,8.34373333,,
247315400,9578971.0,TERRESTRIAL,2023-02-12T14:01:50.000Z,21.42251667,39.07441667,,
413325520,0.0,DYNAMIC,2023-02-12T13:55:52.000Z,30.76255167,122.57454333,,
257023000,9777307.0,TERRESTRIAL,2023-02-12T14:01:53.650Z,59.39695333,5.26905,,
205521690,0.0,TERRESTRIAL,2023-02-12T14:02:15.500Z,51.95468667,4.00128167,,
477220100,9627980.0,TERRESTRIAL,2023-02-12T14:02:18.566Z,44.41945667,8.77989667,,
414060000,9868132.0,DYNAMIC,2023-02-12T13:59:29.000Z,34.34092,138.33952833,,
205515190,0.0,DYNAMIC,2023-02-12T14:02:01.000Z,51.33454667,3.82019,,
538010133,9724570.0,TERRESTRIAL,2023-02-12T14:02:02.517Z,28.50990667,-16.15689167,,
367643940,,TERRESTRIAL,2023-02-12T14:01:55.239Z,25.97038167,-80.129645,,
538010257,9527855.0,DYNAMIC,2023-02-12T13:52:24.000Z,36.61566333,21.723615,,
413375940,0.0,TERRESTRIAL,2023-02-12T14:02:23.000Z,31.379265,121.49834833,,
432870000,9558206.0,DYNAMIC,2023-02-12T14:02:18.000Z,-2.396715,-44.27679667,,
375143000,9885245.0,DYNAMIC,2023-02-12T13:57:53.000Z,-22.870855,-43.123045,,
413842374,,TERRESTRIAL,2023-02-12T14:02:31.000Z,34.47917667,119.27979667,,
367453040,,TERRESTRIAL,2023-02-12T14:02:10.375Z,46.16833833,-123.91413167,,
273385460,0.0,TERRESTRIAL,2023-02-12T14:02:30.000Z,59.67397667,28.30221667,,
413803899,0.0,TERRESTRIAL,2023-02-12T14:02:20.000Z,28.78417167,104.71370333,,
257271520,0.0,DYNAMIC,2023-02-12T13:58:57.000Z,67.13731333,13.97377667,,
219031309,9782962.0,TERRESTRIAL,2023-02-12T14:02:32.000Z,9.41909667,-79.94813333,,
368218660,,TERRESTRIAL,2023-02-12T14:02:02.513Z,48.50264,-122.60242833,,
261208000,9231925.0,TERRESTRIAL,2023-02-12T14:02:15.588Z,54.52895667,18.53160333,,
431300195,,TERRESTRIAL,2023-02-12T14:02:22.000Z,33.99024667,133.21125167,,
253717000,,TERRESTRIAL,2023-02-12T14:02:07.846Z,43.522475,6.94557833,,
368260290,,TERRESTRIAL,2023-02-12T14:01:59.739Z,32.72650667,-117.20985333,,
235025112,9319741.0,TERRESTRIAL,2023-02-12T14:01:56.000Z,55.84793333,-5.04335333,,
413997896,0.0,TERRESTRIAL,2023-02-12T14:01:52.000Z,29.92518333,113.81776667,,
2999998,,TERRESTRIAL,2023-02-12T14:02:16.000Z,30.13449333,122.76549333,,
231849000,9114359.0,TERRESTRIAL,2023-02-12T14:02:03.569Z,58.603,16.22333333,,
900145928,,DYNAMIC,2023-02-12T14:01:51.000Z,31.01239333,122.88107833,,
636014902,9315800.0,TERRESTRIAL,2023-02-12T14:02:37.855Z,54.70215,12.62671667,,
538071061,1007952.0,TERRESTRIAL,2023-02-12T14:02:20.803Z,1.245425,103.840595,,
413501990,,TERRESTRIAL,2023-02-12T14:02:03.000Z,21.62046167,108.33267667,,
244810803,0.0,TERRESTRIAL,2023-02-12T14:02:23.417Z,52.37647333,4.89823167,,
311973000,8922254.0,TERRESTRIAL,2023-02-12T14:02:11.000Z,51.32511167,2.55942333,,
415000000,,TERRESTRIAL,2023-02-12T14:01:40.000Z,28.13288667,121.33223833,,
257039320,,TERRESTRIAL,2023-02-12T14:02:22.200Z,66.37293333,12.360975,,
367000150,7702762.0,TERRESTRIAL,2023-02-12T14:00:54.882Z,40.64467167,-74.071925,,
368049620,,TERRESTRIAL,2023-02-12T14:01:55.869Z,47.63049,-122.33914667,,
244740825,0.0,TERRESTRIAL,2023-02-12T14:02:01.000Z,51.64570167,4.83526833,,
412354408,,TERRESTRIAL,2023-02-12T14:02:26.000Z,32.55152667,121.02574167,,
248871000,1008047.0,TERRESTRIAL,2023-02-12T14:02:09.797Z,43.69732,7.2842,,
477503000,8813611.0,TERRESTRIAL,2023-02-12T14:01:56.000Z,24.27107,120.51426,,
257243400,,TERRESTRIAL,2023-02-12T14:02:18.426Z,59.26667667,11.05605833,,
244020208,,TERRESTRIAL,2023-02-12T14:02:02.000Z,51.822805,4.0406,,
273314050,9376593.0,TERRESTRIAL,2023-02-12T14:00:40.000Z,45.15553,36.52700333,,
431017196,9912919.0,TERRESTRIAL,2023-02-12T14:02:04.000Z,33.915845,131.22749833,,
422507500,9794355.0,DYNAMIC,2023-02-12T13:57:58.000Z,27.52897833,52.55893,,
667001522,9149677.0,TERRESTRIAL,2023-02-12T14:02:01.000Z,36.67030667,36.17379833,,
611355222,,TERRESTRIAL,2023-02-12T14:01:00.000Z,28.07685,121.26596333,,
368282648,0.0,TERRESTRIAL,2023-02-12T14:00:44.359Z,38.64559,-9.09715333,,
413986317,0.0,TERRESTRIAL,2023-02-12T14:01:59.000Z,28.41292667,112.81088,,
374762000,9453418.0,TERRESTRIAL,2023-02-12T14:02:03.000Z,38.40283333,26.41453,,
257050550,,TERRESTRIAL,2023-02-12T14:02:10.000Z,68.78346667,16.543195,,
225924670,0.0,DYNAMIC,2023-02-12T13:53:31.000Z,41.49327167,2.445755,,
254288000,,TERRESTRIAL,2023-02-12T14:01:56.809Z,43.736435,7.4222,,
503659700,9625322.0,TERRESTRIAL,2023-02-12T14:01:54.416Z,-27.444,153.10866667,,
370137000,9468724.0,TERRESTRIAL,2023-02-12T14:02:06.120Z,54.22717167,-130.33812667,,
577444000,9285304.0,TERRESTRIAL,2023-02-12T14:02:01.922Z,29.64666,-91.10522667,,
413762013,0.0,TERRESTRIAL,2023-02-12T14:02:15.000Z,31.739105,118.45331833,,
205245790,0.0,TERRESTRIAL,2023-02-12T14:02:21.117Z,51.20590167,5.995095,,
244130752,2337372.0,DYNAMIC,2023-02-12T14:01:51.000Z,51.300885,4.28686,,
431009622,0.0,DYNAMIC,2023-02-12T14:00:34.000Z,35.222085,139.71393833,,
477995239,0.0,TERRESTRIAL,2023-02-12T14:01:56.000Z,22.32814833,114.14557667,,
244641000,9281889.0,TERRESTRIAL,2023-02-12T14:01:56.059Z,54.970185,11.86613167,,
367735470,,TERRESTRIAL,2023-02-12T14:02:00.221Z,48.536865,-123.01574667,,
376546000,9120384.0,TERRESTRIAL,2023-02-12T14:01:56.000Z,43.20228,27.79792833,,
210693761,,TERRESTRIAL,2023-02-12T14:01:56.000Z,22.96744167,116.51064667,,
466515360,,DYNAMIC,2023-02-12T13:46:51.000Z,25.38215167,52.31114667,,
210307000,9508639.0,DYNAMIC,2023-02-12T13:59:46.000Z,55.46321667,12.20277667,,
372050000,9304435.0,DYNAMIC,2023-02-12T13:54:35.000Z,26.27282167,35.22211833,,
271050695,9974852.0,DYNAMIC,2023-02-12T14:00:55.000Z,40.76932,29.54055167,,
564398000,9402029.0,DYNAMIC,2023-02-12T14:01:18.000Z,51.35221167,4.25790833,,
413842987,0.0,TERRESTRIAL,2023-02-12T14:01:54.000Z,22.155695,113.429635,,
230664000,4542642.0,TERRESTRIAL,2023-02-12T14:02:14.312Z,60.44199167,22.15239167,,
244750932,,TERRESTRIAL,2023-02-12T14:02:32.151Z,52.69126833,5.27679,,
357943000,9196802.0,DYNAMIC,2023-02-12T13:54:34.000Z,36.91637333,126.24307333,,
368193830,1294623.0,TERRESTRIAL,2023-02-12T14:02:15.000Z,39.91036333,-75.21581167,,
412417151,,DYNAMIC,2023-02-12T13:46:55.000Z,31.67611,122.80712167,,
413782205,0.0,TERRESTRIAL,2023-02-12T14:00:15.000Z,31.296145,118.31904167,,
229222000,9929833.0,TERRESTRIAL,2023-02-12T14:02:31.000Z,17.00705333,-61.76408833,,
412322431,,TERRESTRIAL,2023-02-12T14:02:29.000Z,35.323725,119.48462333,,
245809000,8882430.0,TERRESTRIAL,2023-02-12T14:02:04.000Z,56.68374833,8.227265,,
244690886,0.0,TERRESTRIAL,2023-02-12T14:02:28.000Z,53.174565,6.69864,,
355476000,9114579.0,TERRESTRIAL,2023-02-12T14:02:33.144Z,24.96755,51.60185,,
373591000,9551492.0,TERRESTRIAL,2023-02-12T14:02:14.000Z,9.04202667,-79.646285,,
225950380,0.0,TERRESTRIAL,2023-02-12T14:02:24.149Z,39.56315667,2.63626667,,
271010535,,TERRESTRIAL,2023-02-12T14:02:27.000Z,40.99875333,28.95558,,
563165500,9553763.0,DYNAMIC,2023-02-12T13:54:07.000Z,31.28277833,122.61093,,
605076070,9761267.0,TERRESTRIAL,2023-02-12T14:02:31.000Z,34.74282333,23.88192667,,
207836770,,DYNAMIC,2023-02-12T13:59:38.000Z,25.11152,55.13418333,,
367728850,9804605.0,TERRESTRIAL,2023-02-12T14:02:01.845Z,40.80998167,-73.97671833,,
431016107,9894052.0,TERRESTRIAL,2023-02-12T14:01:56.000Z,33.99545167,133.24513,,
247270200,9526825.0,TERRESTRIAL,2023-02-12T14:02:38.346Z,38.47145333,15.91724,,
898787563,,DYNAMIC,2023-02-12T13:54:12.000Z,31.052835,122.86061667,,
431019819,9965734.0,DYNAMIC,2023-02-12T13:55:07.000Z,35.37538333,139.67585,,
642122129,7205910.0,DYNAMIC,2023-02-12T13:51:42.000Z,36.41266667,23.43716667,,
413867109,0.0,TERRESTRIAL,2023-02-12T14:01:18.000Z,31.11421667,117.87910667,,
538007736,9497323.0,DYNAMIC,2023-02-12T13:59:51.000Z,-25.73511167,-48.24687833,,
518100912,9414008.0,TERRESTRIAL,2023-02-12T14:01:54.000Z,32.20048333,119.65851667,,
248417000,9388376.0,DYNAMIC,2023-02-12T13:53:03.000Z,22.50050333,69.83540833,,
236213000,9268241.0,TERRESTRIAL,2023-02-12T14:02:32.487Z,52.520385,4.27852,,
244700014,,TERRESTRIAL,2023-02-12T14:02:36.795Z,51.82773167,4.13701667,,
316044754,,TERRESTRIAL,2023-02-12T14:02:23.000Z,54.29312167,-130.354395,,
224097480,,DYNAMIC,2023-02-12T13:56:07.000Z,41.53792333,2.50771,,
413552380,0.0,TERRESTRIAL,2023-02-12T14:01:51.000Z,32.12823333,118.77468333,,
271042494,9020352.0,DYNAMIC,2023-02-12T13:45:24.000Z,36.334255,21.42707167,,
247297200,9465552.0,DYNAMIC,2023-02-12T13:56:08.000Z,37.13205833,12.98277667,,
257498000,9665798.0,DYNAMIC,2023-02-12T13:58:03.000Z,59.16743167,2.488175,,
563090200,9398436.0,DYNAMIC,2023-02-12T13:58:49.000Z,10.72415,69.061,,
356335000,9446087.0,DYNAMIC,2023-02-12T13:51:58.000Z,11.5326,120.62661667,,
353157000,9423578.0,TERRESTRIAL,2023-02-12T14:02:24.357Z,4.69849,7.15604333,,
9124952,,DYNAMIC,2023-02-12T13:59:38.000Z,-22.93017,-43.11651,,
316023226,,TERRESTRIAL,2023-02-12T14:01:58.345Z,47.68009667,-122.40674833,,
244040060,0.0,TERRESTRIAL,2023-02-12T14:02:23.580Z,51.80385167,4.628395,,
413825478,0.0,TERRESTRIAL,2023-02-12T14:02:00.000Z,30.37001,111.71603,,
257811700,,TERRESTRIAL,2023-02-12T14:02:07.932Z,59.00832833,9.74693333,,
232022834,0.0,TERRESTRIAL,2023-02-12T14:01:54.030Z,43.54939833,7.0126,,
413841481,0.0,TERRESTRIAL,2023-02-12T14:02:23.000Z,30.41403667,114.17717333,,
416055000,9665164.0,TERRESTRIAL,2023-02-12T14:01:59.000Z,24.230885,120.482425,,
14190057,,DYNAMIC,2023-02-12T14:00:04.000Z,31.168385,122.919415,,
244008544,0.0,TERRESTRIAL,2023-02-12T14:01:55.407Z,51.89778333,4.48950667,,
368952000,7602247.0,TERRESTRIAL,2023-02-12T14:02:06.000Z,30.07786667,-94.09066667,,
258208160,,TERRESTRIAL,2023-02-12T14:02:04.325Z,68.90929,15.07683667,,
413350640,0.0,DYNAMIC,2023-02-12T13:55:35.000Z,31.26142333,122.81662667,,
227970160,,TERRESTRIAL,2023-02-12T14:02:14.964Z,44.69213667,-1.15870167,,
503032360,,TERRESTRIAL,2023-02-12T14:01:57.439Z,-33.83541667,151.18336,,
725000910,9148489.0,TERRESTRIAL,2023-02-12T14:01:42.000Z,-37.02675833,-73.155575,,
413841832,0.0,TERRESTRIAL,2023-02-12T14:01:51.000Z,30.91923,117.75225,,
440169000,9355018.0,DYNAMIC,2023-02-12T14:01:20.000Z,37.0245,126.3132,,
120580020,,DYNAMIC,2023-02-12T14:01:56.000Z,31.16262333,122.748555,,
205474000,9365130.0,TERRESTRIAL,2023-02-12T14:01:54.367Z,51.29638333,4.28767,,
235094076,,TERRESTRIAL,2023-02-12T14:02:21.000Z,50.56723167,-2.50080667,,
419384000,8503333.0,DYNAMIC,2023-02-12T13:55:21.000Z,19.52566,71.18347667,,
367615660,,TERRESTRIAL,2023-02-12T14:02:26.802Z,32.711465,-117.23261333,,
357217000,9196400.0,DYNAMIC,2023-02-12T14:01:55.000Z,35.46053667,139.68831333,,
258872000,9706918.0,TERRESTRIAL,2023-02-12T13:59:46.000Z,37.96065667,23.60481833,,
338029895,,TERRESTRIAL,2023-02-12T14:02:33.000Z,47.57051333,-122.18883333,,
413785163,0.0,TERRESTRIAL,2023-02-12T14:01:00.000Z,28.48073333,112.78104667,,
412487987,,DYNAMIC,2023-02-12T13:57:21.000Z,31.23989167,123.12966,,
374698000,9505003.0,DYNAMIC,2023-02-12T13:58:25.000Z,14.83514,73.22553667,,
101182902,,TERRESTRIAL,2023-02-12T14:02:07.000Z,28.05789833,121.28494833,,
440002290,0.0,DYNAMIC,2023-02-12T13:59:22.000Z,37.49655,126.62598333,,
413280410,0.0,TERRESTRIAL,2023-02-12T14:02:16.000Z,28.18733,121.11309333,,
412450055,,TERRESTRIAL,2023-02-12T14:02:04.000Z,28.364685,121.64239167,,
440017280,0.0,DYNAMIC,2023-02-12T14:01:17.000Z,37.55912,126.60791,,
