mmsi,imo,latitude,longitude,source,ts_insert_utc,eeid
224626420,0,39.4301,-0.33140832,T-AIS,20230212162728,5465243131587036916
227388860,0,39.862217,-0.07356667,T-AIS,20230212162728,5723349912797425084
368215680,0,39.461433,-0.31379166,T-AIS,20230212162727,4636548081233593984
224399260,0,39.462036,-0.31676167,T-AIS,20230212162727,5655397070540902300
225992776,0,39.44281,-0.31861666,T-AIS,20230212162727,4936375839604891720
225988063,0,39.46133,-0.31676,T-AIS,20230212162728,9145834116312747487
319044400,0,39.460114,-0.32993668,T-AIS,20230212162727,4843348935420689200
319929000,0,39.42475,-0.32155833,T-AIS,20230212162727,4996570278798670504
245881000,9507594,49.464123,-0.10300833,T-AIS,20230212162727,4991951410764961960
227127800,0,49.468067,-0.6452683,T-AIS,20230212162728,5180094411652575736
205465000,9136101,50.828037,-0.20687,T-AIS,20230212162727,5001598182149268904
265032000,9395355,53.629578,-0.19550167,T-AIS,20230212162728,4657299241390838080
235098572,9694165,53.581924,-0.06465167,T-AIS,20230212162727,5540184126159802828
375285000,0,53.62856,-0.17214666,T-AIS,20230212162728,4911631253261673736
627220000,0,5.63573,0.01711667,T-AIS,20230212162727,4692277648685178400
538009131,9714678,5.56768,0.030165,T-AIS,20230212162728,8439360877455564331
627187000,0,5.6384416,0.01597167,T-AIS,20230212162728,5129056443795905848
636015941,9404819,36.4202,0.27198333,S-AIS,20230212162727,7542058131139384645
215000459,0,38.84001,0.11989667,T-AIS,20230212162728,8388309225110021515
232022029,0,38.838585,0.11997167,T-AIS,20230212162728,7782654377521864717
253693000,0,40.619617,0.600415,T-AIS,20230212162727,4939391318991244360
211663840,0,40.619263,0.600985,T-AIS,20230212162727,4753389204621081568
227540450,0,49.417297,0.24393,T-AIS,20230212162727,5904215177520217570
227286000,8707329,49.48611,0.18362834,T-AIS,20230212162728,4897115303035280368
227488950,0,49.362408,0.072825,T-AIS,20230212162728,6578418115486364854
205677000,9457543,50.43263,0.521445,T-AIS,20230212162727,4963407195514495432
256284000,9539092,51.51185,0.1527,T-AIS,20230212162727,4731691923239507296
232012756,9030474,51.400402,0.549315,T-AIS,20230212162727,5401798287014771668
261002178,0,38.98351,1.5386066,T-AIS,20230212162727,5832826155304915906
211230040,0,38.976837,1.30086,T-AIS,20230212162727,5093072326905765208
247163100,8712520,39.626583,1.029235,S-AIS,20230212162727,5676144511382415580
205717000,9748485,41.1007,1.23568,T-AIS,20230212162727,4908871418776845832
229000604,0,41.211575,1.7301817,T-AIS,20230212162727,5649934421900805532
538007137,9755725,41.094173,1.2180817,T-AIS,20230212162727,7033111893809124961
224375000,0,41.210484,1.730545,T-AIS,20230212162727,5099058480537383128
538003794,9418731,49.390568,1.0114666,T-AIS,20230212162727,5955062733007309138
227306990,0,50.725117,1.600415,T-AIS,20230212162728,6768220210719387118
226230000,9252474,50.7248,1.5829983,T-AIS,20230212162727,4890900038680313584
235023953,0,51.994617,1.2738117,T-AIS,20230212162727,7105853499740663377
352002207,9148958,51.057262,1.8661833,T-AIS,20230212162727,9097614063340036255
235101963,0,51.329826,1.4173067,T-AIS,20230212162727,8376325991496376075
235094801,0,51.118385,1.3112683,T-AIS,20230212162727,7075348649139716881
235082698,9609603,51.32999,1.421235,T-AIS,20230212162728,6121007740602225610
235114576,0,51.32966,1.4224533,T-AIS,20230212162728,4792516219272138832
232017771,0,51.121838,1.311935,T-AIS,20230212162728,8483808544508104555
235077245,0,52.09073,1.3218083,T-AIS,20230212162728,8043376278419734141
235086211,0,52.475224,1.718985,T-AIS,20230212162728,8097806502041166211
235014266,0,52.47561,1.7254783,T-AIS,20230212162728,6306183090905679994
235024997,0,52.47453,1.718775,T-AIS,20230212162728,7607441908239053413
235051735,9359844,53.219746,1.4442366,T-AIS,20230212162727,8851350199067646679
232003328,7501900,53.47196,1.7268016,T-AIS,20230212162728,4628023576037168896
211887090,9708801,37.18297,2.35236,S-AIS,20230212162728,6048652385048404978
211291080,0,39.501778,2.74642,T-AIS,20230212162728,4968603212595071944
248244000,8784614,39.563484,2.64083,T-AIS,20230212162728,4700056912116049696
215961000,0,39.5675,2.6429932,T-AIS,20230212162727,5002583069700345256
211861340,0,39.559643,2.6282616,T-AIS,20230212162727,5674325850395295580
211724930,0,39.56763,2.643155,T-AIS,20230212162727,5788636576776891010
225992079,0,39.532917,2.7144284,T-AIS,20230212162728,8966253081171352975
224146540,0,39.557392,2.626395,T-AIS,20230212162728,5587575894804542572
311281000,1005904,39.566265,2.6400118,T-AIS,20230212162728,5019521621947172200
215000923,0,39.566418,2.64294,T-AIS,20230212162727,8554942411322730331
224304570,0,41.340446,2.1652818,T-AIS,20230212162727,6300077021789593018
248283000,1011525,41.375324,2.1856117,T-AIS,20230212162727,5170005774013595512
378112097,0,41.413605,2.22653,T-AIS,20230212162727,7026851656692762721
225991180,9881328,41.34582,2.1525617,T-AIS,20230212162728,5482718769400273420
229856000,9583079,41.413574,2.2306066,T-AIS,20230212162727,4625957043930616576
227789160,0,48.850506,2.281985,T-AIS,20230212162727,5018402430695754088
226009820,0,48.84676,2.2243383,T-AIS,20230212162727,5679399409376862940
211856340,0,51.140957,2.7468133,T-AIS,20230212162728,5401295122985954260
255805678,9221815,51.445343,2.62274,T-AIS,20230212162727,6756735605637335278
244230000,7232626,51.232048,2.9306684,T-AIS,20230212162727,4880033221683619696
311000758,9224104,51.337917,2.55979,T-AIS,20230212162727,6584161852644228790
352469000,9878694,51.421696,2.5813916,T-AIS,20230212162727,4900074904994594824
310713000,9652234,59.26342,2.6229417,T-AIS,20230212162728,4996225169577286312
538009704,9494216,6.32073,3.418435,T-AIS,20230212162728,5008462386329378920
219029025,9694646,6.335592,3.3639634,T-AIS,20230212162727,6998061846503497249
636016918,9254513,6.439883,3.3922668,T-AIS,20230212162728,6496097117682587926
352001380,9218313,6.441725,3.3875983,T-AIS,20230212162728,5309242351791316324
538009955,9922213,6.4340267,3.3167634,T-AIS,20230212162727,8188003723252949347
511539000,9082221,6.346133,3.35621,T-AIS,20230212162727,5132889293970044728
636018687,9260067,6.30485,3.32435,T-AIS,20230212162727,9223026692055425023
253592000,9262003,38.000366,3.2908883,S-AIS,20230212162727,4674857617441259968
247204450,0,42.247517,3.1322567,T-AIS,20230212162727,5878340301683952226
227623410,0,42.70416,3.026765,T-AIS,20230212162728,6044009284898996722
227637830,0,42.705463,3.032835,T-AIS,20230212162728,6383749581788772934
276013130,0,42.25532,3.1765966,T-AIS,20230212162728,6089275173640577098
225987045,0,42.270626,3.13794,T-AIS,20230212162728,7630372841702574565
229749000,9709207,51.95138,3.9906783,T-AIS,20230212162727,4909877334501339400
205654000,9691279,51.331055,3.2006383,T-AIS,20230212162727,4897682788452534256
246901001,0,51.444946,3.56649,T-AIS,20230212162727,7216379981989374217
244476000,9285366,51.55284,3.26745,T-AIS,20230212162727,4721340708446955616
565168000,9240122,51.81855,3.3790333,T-AIS,20230212162727,4645741609251489664
244690219,0,51.093117,3.6858218,T-AIS,20230212162727,8443521820003773739
205485590,0,51.145866,3.7964118,T-AIS,20230212162728,6492993346250700310
205206930,0,51.40003,3.5731866,T-AIS,20230212162727,5938901058502473106
205527690,0,51.145996,3.794365,T-AIS,20230212162728,6077045348684012170
205289890,0,51.10519,3.71434,T-AIS,20230212162727,5865814321581029794
255803760,9286267,51.803295,3.373165,T-AIS,20230212162727,4873105061489623408
636010032,9018658,51.47587,3.7019567,T-AIS,20230212162727,4836661392484908592
232038669,9352377,51.46136,3.696245,T-AIS,20230212162727,7791591208032444685
253811000,9969261,51.2124,3.8044918,T-AIS,20230212162727,5126997689503897912
226013810,0,51.146763,3.7918334,T-AIS,20230212162727,6022235931010445938
311000458,9736810,51.324795,3.2124567,T-AIS,20230212162728,6084262294006103434
244042121,0,51.558685,3.6494284,T-AIS,20230212162728,7234175577682069897
244630183,0,51.32998,3.824185,T-AIS,20230212162727,8741709373456564903
244650016,0,51.10412,3.724675,T-AIS,20230212162727,4684353137288744992
576431000,9249439,51.4599,3.67625,T-AIS,20230212162727,5075968620742026136
246177000,8211617,51.450073,3.5998566,T-AIS,20230212162728,5030113260342107368
244690435,0,51.23249,3.8030968,T-AIS,20230212162728,8078730250186763779
244620959,0,51.461334,3.687875,T-AIS,20230212162727,9105797255831789215
205019000,9889526,51.330765,3.2184417,T-AIS,20230212162727,5168592008175441784
205325090,0,51.093903,3.68688,T-AIS,20230212162727,5850227644745712418
538005772,9714501,52.125095,3.6680017,T-AIS,20230212162728,5486125421807358220
304819000,9858424,54.53025,3.6754367,T-AIS,20230212162728,5131065702189050680
255805845,9354387,38.736,4.2113333,S-AIS,20230212162728,7666462730366175637
538003816,9290828,42.705963,4.7658114,S-AIS,20230212162727,5018314010514245992
227990990,0,43.557606,4.0830517,T-AIS,20230212162728,6696529853565820366
314637000,9125061,43.4119,4.9161468,T-AIS,20230212162727,4960645523062192840
226010210,0,45.74693,4.832228,T-AIS,20230212162728,5875305993167479906
269057352,0,51.716484,4.8971634,T-AIS,20230212162727,4949354844269411656
244270283,0,51.82627,4.12082,T-AIS,20230212162727,8415183007309055179
244650754,0,51.271313,4.3297315,T-AIS,20230212162728,5778727846739776258
244700385,0,51.75784,4.6256385,T-AIS,20230212162727,7046702248077153505
244210547,0,51.91045,4.580995,T-AIS,20230212162727,8338023679318186867
205375690,0,51.336033,4.2770467,T-AIS,20230212162728,6108269829645256906
244700334,0,51.915688,4.4830933,T-AIS,20230212162727,6722443074906477742
244148000,8434013,51.904877,4.395575,T-AIS,20230212162728,4699977197518939936
538005654,9458822,51.91715,4.2155385,T-AIS,20230212162727,6503938937593090198
244120630,0,51.466003,4.0075316,T-AIS,20230212162728,6561687877855280182
211393420,0,51.22852,4.41052,T-AIS,20230212162728,5509703670949321612
244690433,0,51.88478,4.2937818,T-AIS,20230212162727,6925808745579916801
205517590,0,51.255653,4.3763366,T-AIS,20230212162728,6499819114435965718
211473820,0,51.891556,4.27122,T-AIS,20230212162727,5650564304607040924
244870902,0,51.228867,4.4060984,T-AIS,20230212162727,6619594757244481270
367759000,9305312,51.284496,4.2565565,T-AIS,20230212162727,5070056928762891928
548624000,9917646,51.246223,4.3785167,T-AIS,20230212162728,4637215858634217088
244170154,0,51.532448,4.225217,T-AIS,20230212162727,6156258358275718570
244700909,0,51.240807,4.4822583,T-AIS,20230212162727,7915896976159659757
205335490,9306122,51.910774,4.4171333,T-AIS,20230212162728,5833620621119794114
205454090,0,51.340523,4.303078,T-AIS,20230212162728,6068564265743088394
244884000,0,51.827034,4.0296984,T-AIS,20230212162728,4688606048265216544
244195688,0,51.91632,4.4886584,T-AIS,20230212162727,5017322641574207848
244010197,0,51.64503,4.3863716,T-AIS,20230212162727,7695724170743336149
244128772,0,51.650936,4.3779984,T-AIS,20230212162728,5192136194297502724
352001183,9737694,51.25612,4.229737,T-AIS,20230212162728,9101273238037273759
244170779,0,51.919163,4.210087,T-AIS,20230212162728,8503055976600813595
219314000,9682980,51.9212,4.2004232,T-AIS,20230212162727,4808597745043666768
244660622,0,51.30229,4.332,T-AIS,20230212162728,6658337148960586126
205486890,0,51.24009,4.4888883,T-AIS,20230212162727,6140586675408960298
636022064,9731781,51.93051,4.200393,T-AIS,20230212162728,4840742779647225136
205553390,0,51.30256,4.3321633,T-AIS,20230212162727,6764266504323104494
244100063,0,51.800133,4.6393785,T-AIS,20230212162727,9148302176337832927
244110640,9822619,51.90976,4.41943,T-AIS,20230212162728,4839905445316187440
244660638,0,51.958622,4.048072,T-AIS,20230212162727,6802452337036442014
205245990,0,51.255424,4.413685,T-AIS,20230212162727,6421278799840398886
353514000,9267687,51.266914,4.2375183,T-AIS,20230212162727,4761169203012186640
205476190,0,51.717186,4.895177,T-AIS,20230212162728,6819222844258341214
205485690,0,51.682953,4.397742,T-AIS,20230212162728,6312849361155880570
244184282,0,51.951485,4.1435766,T-AIS,20230212162728,6254352387659396314
636022360,9299745,51.26132,4.37045,T-AIS,20230212162727,5088440759152602712
244650291,0,51.352802,4.2919416,T-AIS,20230212162728,8296240038439883059
257384000,9753791,51.261055,4.255465,T-AIS,20230212162727,4656364381621673536
244700985,0,51.89975,4.2292967,T-AIS,20230212162727,7438515415658387257
271047823,9216470,51.878746,4.3096466,T-AIS,20230212162727,8957370496142793871
209213000,9174098,51.947098,4.1276116,T-AIS,20230212162728,4943412576566924872
205337590,6504223,51.311028,4.3218317,T-AIS,20230212162727,6625691205583582198
244375399,0,51.665195,4.095825,T-AIS,20230212162727,8772662824801460071
244140036,0,51.98537,4.672838,T-AIS,20230212162728,5189462182018762756
244376662,0,51.903175,4.556765,T-AIS,20230212162727,6523959235860030550
244030810,0,51.881977,4.2643065,T-AIS,20230212162728,6246057671939300698
244006158,0,51.909607,4.498942,T-AIS,20230212162727,6642585545380412686
244690585,0,51.813755,4.885475,T-AIS,20230212162728,7376168708316966553
636014864,9416393,51.877335,4.2926664,T-AIS,20230212162726,4765588960865472784
244650993,0,51.449085,4.22987,T-AIS,20230212162727,7201865328988853233
244650988,0,51.959076,4.0132866,T-AIS,20230212162728,5616598260154438636
244700480,0,51.823574,4.69414,T-AIS,20230212162727,4659794445570790720
244620662,0,51.80941,4.8764668,T-AIS,20230212162728,6606299462641163638
244170408,0,51.91625,4.4844165,T-AIS,20230212162727,4998833254041501352
244630683,0,51.813423,4.883927,T-AIS,20230212162727,8523284791529096347
244140437,0,51.7528,4.7245564,T-AIS,20230212162727,7666441977072535957
210745000,9164093,51.277977,4.33881,T-AIS,20230212162727,4997724877567801000
253678000,9327205,51.901222,4.3616934,T-AIS,20230212162727,4855687697791898032
269057813,0,51.8192,4.859725,T-AIS,20230212162727,7656018220319080213
205770710,0,51.233047,4.4145284,T-AIS,20230212162727,6556379641836457942
205401290,0,51.787724,4.631625,T-AIS,20230212162727,6110574406017101002
245906000,9060704,51.899307,4.3974814,T-AIS,20230212162727,4798309820927588944
304991000,9210995,51.950756,4.14505,T-AIS,20230212162728,5058928943314094872
244700726,0,51.45894,4.007807,T-AIS,20230212162727,6564817087948510774
244010968,0,51.713066,4.6989884,T-AIS,20230212162727,5115161584260042712
244718000,9168001,51.663246,4.0984435,T-AIS,20230212162727,4856598230849690032
244010731,0,51.691914,4.5629935,T-AIS,20230212162727,8492861304787914475
244010797,0,51.909664,4.175065,T-AIS,20230212162727,7871364556210786093
244710294,0,51.902645,4.59169,T-AIS,20230212162728,6518936666744683414
215079000,9850680,51.9357,4.190445,T-AIS,20230212162727,5081998595550468184
244714000,7336343,51.906776,4.478845,T-AIS,20230212162727,4761459688721484304
209318000,9754446,51.88577,4.410012,T-AIS,20230212162727,4864986611181023344
566579000,9725639,51.94863,4.09074,T-AIS,20230212162727,5133163360183209784
244660530,0,51.81888,4.698478,T-AIS,20230212162728,5991804404109752626
244670283,0,51.826504,4.035355,T-AIS,20230212162727,8412348466333048651
244740576,0,51.889763,4.316167,T-AIS,20230212162727,4747808152351044064
244620775,0,51.897568,4.413725,T-AIS,20230212162727,8786041682288483815
205708000,9778143,51.430717,4.016783,T-AIS,20230212162727,4744208557401103072
244615346,0,51.837566,4.8690515,T-AIS,20230212162727,6000002362806405298
255805840,9323479,51.87871,4.419727,T-AIS,20230212162728,4784158968849058192
245405000,9402653,51.88325,4.281615,T-AIS,20230212162727,4947839004258112840
232006625,9719252,51.89592,4.4292436,T-AIS,20230212162727,7057434100026844129
244690107,0,51.66092,4.837772,T-AIS,20230212162728,8596644207334370491
244228000,9280249,51.50051,4.053973,T-AIS,20230212162727,4719311009981833120
205428390,9940112,51.224266,4.392645,T-AIS,20230212162727,6438563122629220006
210708000,9660102,51.894016,4.4483833,T-AIS,20230212162727,4690846784208971296
244730231,0,51.87165,4.310603,T-AIS,20230212162727,8909415683018082679
205491290,0,51.264347,4.350985,T-AIS,20230212162727,6236499273723120730
247363700,9736872,52.46188,4.570925,T-AIS,20230212162728,5442493892433705076
245015000,9240744,52.413868,4.813347,T-AIS,20230212162727,5107458405796848088
371090000,9894480,52.968384,4.0328465,T-AIS,20230212162728,4796788913003717200
244560876,0,52.181927,4.6331034,T-AIS,20230212162727,5616958899968259052
244660507,0,52.37419,4.8784785,T-AIS,20230212162727,8513820195437230363
244670292,0,52.953957,4.780215,T-AIS,20230212162728,5385929516740075348
244020578,0,52.51934,4.777335,T-AIS,20230212162728,5884995645563696482
244150997,0,52.247093,4.5668116,T-AIS,20230212162728,7697685699487429333
244670280,0,52.95402,4.7802334,T-AIS,20230212162728,4953583952512507720
244660197,0,52.36475,4.8958716,T-AIS,20230212162728,7636744168006825957
244780375,0,52.464485,4.5899115,T-AIS,20230212162727,8839504335677623639
244367000,9507049,52.46122,4.585137,T-AIS,20230212162728,5070844668591259288
244070213,0,52.291546,4.790282,T-AIS,20230212162727,7546639190109992773
244010283,0,52.19087,4.49855,T-AIS,20230212162728,8443321708886838571
244690838,0,52.45909,4.5796084,T-AIS,20230212162727,6520484779116572566
244011992,0,52.51812,4.788845,T-AIS,20230212162727,5112346834492937176
244719315,0,52.074024,4.31772,T-AIS,20230212162728,8277082147837583059
636019180,9867798,52.405495,4.82763,T-AIS,20230212162728,5611984215834419692
269057308,0,52.00659,4.6938033,T-AIS,20230212162728,5633901987629727004
244670487,0,52.40058,4.857545,T-AIS,20230212162728,8791495259962302487
244710823,0,52.16128,4.4847784,T-AIS,20230212162727,8750470282106764711
253242385,0,52.407146,4.849315,T-AIS,20230212162728,7065310245435223057
244690130,0,52.48861,4.806132,T-AIS,20230212162727,5966542024950000850
576015000,8119508,52.459164,4.590725,T-AIS,20230212162728,5067863021021645464
258099500,0,60.465267,4.9608564,T-AIS,20230212162727,5558728076980013356
259345000,9816397,60.93326,4.848388,T-AIS,20230212162728,5013821109371751016
235101024,0,43.083584,5.9351134,T-AIS,20230212162727,4735165692767329120
244052412,0,51.87776,5.995227,T-AIS,20230212162727,5720684627908882876
244740408,0,51.95463,5.564998,T-AIS,20230212162728,5126110521050165560
244670959,0,51.848763,5.8192167,T-AIS,20230212162728,9070718436859273711
244740635,0,51.14749,5.8818,T-AIS,20230212162727,8508313841205408283
244690135,0,51.35013,5.74345,T-AIS,20230212162727,8848845786467118295
244700109,0,51.20912,5.98163,T-AIS,20230212162727,7850594781562786765
215441000,0,51.902275,5.63546,T-AIS,20230212162728,5016652420488846952
244660552,0,51.992405,5.09739,T-AIS,20230212162728,4946969290559797576
211575700,0,51.183163,5.968768,T-AIS,20230212162728,5364225088455205780
244660541,0,51.98949,5.1381636,T-AIS,20230212162728,8009417037171734845
244710795,0,51.048656,5.802242,T-AIS,20230212162727,8390182311917125003
244260867,0,51.9734,5.843527,T-AIS,20230212162727,8070798373303558147
244023018,0,52.580624,5.759575,T-AIS,20230212162728,6187862720504364778
244022194,7775481,52.84071,5.7127385,T-AIS,20230212162728,6014474134850599858
244750038,0,52.70007,5.29493,T-AIS,20230212162727,6546644359764678358
244370549,0,52.59741,5.5368767,T-AIS,20230212162727,7749782759434931317
211498130,0,52.85125,5.10982,T-AIS,20230212162727,5929893034620302482
244615216,0,52.457253,5.099675,T-AIS,20230212162728,4829066459690076208
244690488,0,52.96706,5.6130633,T-AIS,20230212162728,5124368894631718456
371255000,9266633,52.8418,5.7121015,T-AIS,20230212162727,5105323970385733336
244615312,0,52.341198,5.1338234,T-AIS,20230212162728,4775023264161630352
244060797,0,52.547222,5.8566217,T-AIS,20230212162728,8039501874330342013
244030258,0,52.33212,5.0705385,T-AIS,20230212162727,5996107892620237618
244650144,0,52.53203,5.4339185,T-AIS,20230212162728,4702367535798227104
244700268,0,52.16968,5.366015,T-AIS,20230212162727,5587535968809112684
244730383,0,52.464005,5.03568,T-AIS,20230212162728,8940940880409676303
244733859,0,52.70367,5.2989016,T-AIS,20230212162727,8177017793616959395
244710956,0,52.047256,5.107865,T-AIS,20230212162727,5557418146301083180
211457570,0,52.851345,5.110017,T-AIS,20230212162727,5844078351095600674
244270100,0,52.30949,5.14622,T-AIS,20230212162728,5334720862187635732
244690941,0,52.703865,5.2991285,T-AIS,20230212162727,8069723050932023293
244750681,0,52.76951,5.119745,T-AIS,20230212162728,7396698789430860121
244615814,0,52.256805,5.38145,T-AIS,20230212162727,6364793932623415942
244750316,2104021,52.5365,5.436732,T-AIS,20230212162727,5618902836526356460
244002405,0,52.33503,5.068947,T-AIS,20230212162728,7610296515311644261
244000506,0,52.876236,5.3628783,T-AIS,20230212162727,6330148321231578874
244730384,0,53.00915,5.6068034,T-AIS,20230212162728,4761600426209856016
244820847,0,53.001263,5.70871,T-AIS,20230212162727,9058280761326021487
244660968,0,53.17594,5.4785433,T-AIS,20230212162727,5032537683479837416
244770433,0,53.19405,5.8353715,T-AIS,20230212162728,6942820389484947073
244131753,0,53.05359,5.3876915,T-AIS,20230212162727,7311924243905456041
244020020,0,53.1727,5.416565,T-AIS,20230212162727,5418873084130849588
244890423,0,53.026245,5.6934733,T-AIS,20230212162728,8878642551580048183
211270480,7904803,53.179947,5.4151483,T-AIS,20230212162727,4807445594288667472
235005350,9101223,53.180164,5.416788,T-AIS,20230212162728,6442927153028916646
352001486,9674373,55.074013,5.7056985,T-AIS,20230212162727,6696351037021429198
257597000,9666546,58.973537,5.7265635,T-AIS,20230212162728,4944484806610820680
257433500,0,58.8649,5.7544365,T-AIS,20230212162727,5655965586804973468
257960330,0,58.93298,5.5804033,T-AIS,20230212162727,6081268779057162634
257201000,7319072,58.98318,5.710407,T-AIS,20230212162727,5022158706043032424
257109500,0,59.231922,5.441205,T-AIS,20230212162728,5759315281769082364
257098000,8826242,59.60705,5.7691,T-AIS,20230212162728,4764864189050323216
257019510,0,59.610886,5.241905,T-AIS,20230212162727,6601400451157053046
257286000,9417684,60.40143,5.308985,T-AIS,20230212162728,4881597139548233584
257614800,0,60.342903,5.1119485,T-AIS,20230212162727,4823872779090322384
258334000,6620797,60.07422,5.2093334,T-AIS,20230212162727,4841063643391319344
258262260,0,60.323135,5.2737784,T-AIS,20230212162728,5460836357736023284
257999099,0,60.38629,5.304273,T-AIS,20230212162727,8629109899497881851
257827700,0,62.334957,5.851385,S-AIS,20230212162728,5454174416782893940
257000910,0,62.341785,5.6373134,S-AIS,20230212162727,6694709405936616910
258069000,9319985,62.339867,5.8207283,T-AIS,20230212162728,4905231141988061704
259399000,0,62.234974,5.5754,T-AIS,20230212162727,5093038723129810264
219026925,9280902,4.0034933,6.7937183,T-AIS,20230212162728,7920173870207604205
440172000,9638147,37.533073,6.6683435,S-AIS,20230212162728,4751173456991387104
244009818,0,43.515385,6.9393883,T-AIS,20230212162727,6247816890543721306
244573076,0,43.52466,6.9462633,T-AIS,20230212162728,5364335108370457492
269057390,0,50.971935,6.989675,T-AIS,20230212162728,6750794695217610094
269057687,7002108,50.972378,6.989208,T-AIS,20230212162728,8817946924180668055
269057549,0,50.972908,6.9895716,T-AIS,20230212162727,7791126209140194829
244660097,0,50.97335,6.979457,T-AIS,20230212162728,6952197024646510465
244780627,0,51.857708,6.08963,T-AIS,20230212162727,8258539983746829907
244007308,0,51.20259,6.6982784,T-AIS,20230212162728,5503597052120744332
244690318,0,51.658905,6.580235,T-AIS,20230212162728,6660096367565057422
211244210,0,51.455868,6.7685184,T-AIS,20230212162727,6001814289216132274
244670494,0,51.489822,6.6872416,T-AIS,20230212162727,6773882626900320286
244700214,0,52.58596,6.0927935,T-AIS,20230212162727,6560313488321139766
244660853,0,52.638584,6.06875,T-AIS,20230212162727,7752711858411616885
253336000,9505364,53.456806,6.821655,T-AIS,20230212162728,4676537671208245696
245466000,9419307,53.32738,6.9327335,T-AIS,20230212162727,4787433451905188752
246582000,9479266,53.3311,6.9322333,T-AIS,20230212162728,4887623150452509424
244780012,0,53.227898,6.5911884,T-AIS,20230212162728,5617178802294033388
244730009,0,53.32146,6.9193482,T-AIS,20230212162728,7369184610457372825
310804000,8750376,58.259003,6.665165,T-AIS,20230212162727,4692636815008890400
245806000,9559092,62.469227,6.15022,T-AIS,20230212162727,4860326674780566448
257061870,0,62.60192,6.223905,T-AIS,20230212162727,6769916001276556270
576992000,8202604,4.804603,7.065915,T-AIS,20230212162727,4626051761191531264
657158800,9762182,4.7568965,7.043297,T-AIS,20230212162727,4779362886645150352
576772000,8751344,4.0000935,7.9196515,T-AIS,20230212162727,4718296388715206560
657818900,9681819,4.806967,7.063327,T-AIS,20230212162727,5343638851090220308
657169200,9393852,4.6957016,7.1764317,T-AIS,20230212162728,4843187337614302000
657229300,9894870,4.687607,7.15866,T-AIS,20230212162728,5469706655307171316
657121800,0,4.6893115,7.15727,T-AIS,20230212162727,4904935910630154760
636015993,9308792,37.85225,7.0453334,S-AIS,20230212162728,7470000537101456761
636020098,9887308,37.502445,7.0310435,S-AIS,20230212162727,5794380000742925698
232023179,0,43.550404,7.0164485,T-AIS,20230212162727,8379381328148456587
248000179,0,43.697933,7.284305,T-AIS,20230212162728,8312805830383120051
228069470,0,43.566746,7.0812116,T-AIS,20230212162727,6810012647691915358
319497000,1008530,43.735962,7.4278417,T-AIS,20230212162728,4985823652148355880
255913568,0,43.58598,7.1274734,T-AIS,20230212162727,4728147097751187040
232007024,0,43.584957,7.1253133,T-AIS,20230212162727,4875440080565839216
538071885,9278038,43.564022,7.079342,T-AIS,20230212162728,7832483235481408333
228435700,0,43.54248,7.0320883,T-AIS,20230212162727,5465521033154766580
232009459,0,43.561893,7.115343,T-AIS,20230212162728,8348841293175336691
319219100,9879026,43.587547,7.13134,T-AIS,20230212162728,5650284917092181404
378395000,8593027,43.589275,7.129075,T-AIS,20230212162727,5163073894496459128
256810000,8991413,43.54341,7.03329,T-AIS,20230212162728,4759843818957610000
211496390,0,47.548985,7.647197,T-AIS,20230212162728,6407837545074994630
211486770,0,50.689205,7.17266,T-AIS,20230212162727,5981965905311762482
244710403,0,51.676632,7.760965,T-AIS,20230212162727,8074930338001189891
211627300,0,53.35232,7.21597,T-AIS,20230212162727,5272921642884738340
211342930,0,53.22406,7.41918,T-AIS,20230212162727,5952287887454688850
211286620,7600562,53.325718,7.3397617,T-AIS,20230212162728,5663270260977433180
211217990,8024143,53.7013,7.705835,T-AIS,20230212162727,6385499866844819014
244175000,0,53.857315,7.783797,T-AIS,20230212162727,5062868811243180184
211727520,9786657,53.62505,7.1628633,T-AIS,20230212162727,4704957916440868000
257090730,9714575,58.14227,7.991443,T-AIS,20230212162727,6145674871676527786
257355800,0,58.14268,7.992085,T-AIS,20230212162727,5045116508831150104
257031710,0,62.99234,7.8480916,T-AIS,20230212162727,6782388861182017054
257982900,0,63.11405,7.734707,T-AIS,20230212162728,5431413426576458164
257673900,0,63.153046,7.9422336,T-AIS,20230212162727,5572349926536104620
257827000,7522150,63.05758,7.714452,T-AIS,20230212162727,5134418843239588024
563049300,9636503,-1.1485083,8.72531,T-AIS,20230212162728,5382853104998773588
219018823,0,4.2213035,8.401613,T-AIS,20230212162727,8690799579883238983
373981000,9650822,37.61633,8.76288,S-AIS,20230212162728,4953841504650690376
636022549,9327413,37.620632,8.27765,S-AIS,20230212162728,7655492546753785621
247162200,7361312,44.396942,8.929952,T-AIS,20230212162727,5091802459731092824
247244700,9448906,44.401833,8.908,T-AIS,20230212162727,5654638063943198620
229913000,8981937,44.406155,8.920165,T-AIS,20230212162727,4999852570025669032
247333800,9686998,44.30928,8.489344,T-AIS,20230212162727,5003533666253407144
253242513,0,49.52106,8.433683,T-AIS,20230212162727,7083324643944705169
211665780,0,49.51776,8.435253,T-AIS,20230212162728,5454121159142261620
211561590,0,50.109,8.683525,T-AIS,20230212162727,6596944748959509622
211670550,0,53.05422,8.877526,T-AIS,20230212162728,6492763823204587030
211772070,0,53.06831,8.823236,T-AIS,20230212162727,6436134576327713446
211221570,9833395,53.534176,8.576774,T-AIS,20230212162728,5805098464867449922
