mmsi,imo,latitude,longitude,source,ts_insert_utc,eeid
367754690,7417654,54.68264,-165.23637,S-AIS,20230212162727,5832080059462811074
367694000,8515506,54.77185,-165.29097,S-AIS,20230212162727,4846530612882477232
366929780,0,54.13253,-165.78998,S-AIS,20230212162728,5456637520506709876
338603000,7732688,54.713123,-165.22516,S-AIS,20230212162727,5185152843856653304
303669000,7232614,54.1373,-165.72507,S-AIS,20230212162728,4917480070934273800
367774000,0,54.47893,-165.39877,S-AIS,20230212162727,4838262285441681712
367327310,0,54.274254,-165.92093,S-AIS,20230212162727,6667519780572166222
368184830,0,54.23837,-165.61557,S-AIS,20230212162728,6911921424218328574
367497330,0,54.246033,-165.36682,S-AIS,20230212162727,6017506098417209458
367349020,7043025,54.696453,-165.20522,S-AIS,20230212162727,5633064056788438300
366222330,7511814,54.66941,-165.2863,S-AIS,20230212162728,6338265526075399162
366899490,9010486,54.133823,-165.7396,S-AIS,20230212162728,5846691469483471138
368098370,8856326,54.131615,-165.7864,S-AIS,20230212162727,5804933117373365314
338673000,7820150,54.7662,-165.15697,S-AIS,20230212162727,5021369591783210344
367390380,6931043,54.617645,-165.45552,S-AIS,20230212162727,5574869105353551532
338271000,7915888,54.6858,-165.30206,S-AIS,20230212162727,5059342325359680280
368565000,7398406,54.12563,-165.7964,S-AIS,20230212162727,4915393026130959112
368412000,8644993,54.40917,-165.84898,S-AIS,20230212162728,4731150061687637344
367094420,7926605,54.13017,-165.82697,S-AIS,20230212162728,5356365358588586644
367308320,0,54.130436,-165.82668,S-AIS,20230212162728,4691987656528408096
368289180,7437800,55.543087,-165.41992,S-AIS,20230212162727,5650174656740828572
440604000,8714231,1.7861,-164.28249,S-AIS,20230212162727,4731647779749959008
441084000,8920892,1.21455,-164.16824,S-AIS,20230212162727,4721343156774922336
209888000,9848730,27.430468,-164.243,S-AIS,20230212162727,4625566579843834624
538007439,9798404,29.699663,-164.85297,S-AIS,20230212162728,8969659733578438543
538005837,9682382,32.62247,-164.78928,S-AIS,20230212162728,7827997228040016205
311003100,9391593,33.00191,-164.44536,S-AIS,20230212162728,5690408432843720668
563399000,9465966,34.44841,-164.09402,S-AIS,20230212162727,5090415997359540568
352001128,9920069,34.72333,-164.2711,S-AIS,20230212162727,5012004776384863336
416212800,8537802,34.80836,-164.96632,S-AIS,20230212162727,4664001632496707392
477174600,9525479,46.390484,-164.35162,S-AIS,20230212162727,4951183933609941832
367674280,0,54.49336,-164.98438,S-AIS,20230212162728,5003664018631181224
367506420,0,54.646442,-164.94725,S-AIS,20230212162728,5472852018482099188
367479000,8003187,54.419773,-164.9573,S-AIS,20230212162727,5099405093131208920
367545610,7534323,54.92248,-164.95651,S-AIS,20230212162728,6065370038597602570
367539880,0,54.37796,-164.88783,S-AIS,20230212162728,4997594714445723304
367603000,0,55.42884,-164.20874,S-AIS,20230212162727,5128797237965040952
368653000,7390791,55.109123,-164.18294,S-AIS,20230212162728,4959351501009531592
303428000,7417666,55.35565,-164.40483,S-AIS,20230212162727,4711866998493409696
369515000,8707616,55.334724,-164.23665,S-AIS,20230212162728,5180995659142420984
367161350,7947702,55.000763,-164.88963,S-AIS,20230212162728,6342073134843326470
367050980,8992883,55.529346,-164.13335,S-AIS,20230212162728,5314460771430744292
367769380,8010219,55.38119,-164.15872,S-AIS,20230212162727,5276941036645234468
367332000,7947506,55.230633,-164.47784,S-AIS,20230212162727,4707433595875429024
367683890,8127517,55.45315,-164.08392,S-AIS,20230212162728,5991359711908882738
367026970,8016445,55.4755,-164.10542,S-AIS,20230212162727,6210888203509981978
636018574,9802205,27.002007,-163.06654,S-AIS,20230212162728,6664982103708983182
431655000,9806055,29.245253,-163.76068,S-AIS,20230212162728,5081282375610697816
538006982,9737072,36.6859,-163.19969,S-AIS,20230212162728,6407111545604625862
477103400,9812121,50.63027,-163.24977,S-AIS,20230212162727,4983236896582796584
368339000,8853025,54.469753,-163.25925,S-AIS,20230212162727,5117650389083383864
367581000,0,54.480568,-163.57196,S-AIS,20230212162728,4952488349427881800
366174810,0,54.46907,-163.30684,S-AIS,20230212162728,6237963677343113818
366909240,7827419,54.82817,-163.26021,S-AIS,20230212162728,5132519084824368952
367405340,0,54.46557,-163.28535,S-AIS,20230212162728,5630935402277120284
367355000,0,55.523792,-163.94788,S-AIS,20230212162727,5154838071357039736
367056452,7719363,55.677704,-163.77512,S-AIS,20230212162728,5231707128277816900
368548000,8885884,55.697483,-163.46858,S-AIS,20230212162727,4703583106156173472
338137000,7319046,55.251816,-163.92241,S-AIS,20230212162728,5007009969923919784
338141000,7902001,55.256927,-163.76453,S-AIS,20230212162727,4953529724348899144
367352000,8855358,55.83552,-163.36029,S-AIS,20230212162728,4667604886670891200
367088480,7926590,55.90288,-163.34457,S-AIS,20230212162727,4734024185081320288
367108560,8030647,55.47735,-163.99115,S-AIS,20230212162728,4819240734280491472
367689540,0,55.892292,-163.59305,S-AIS,20230212162727,5242073323905122116
368572000,7534646,55.83346,-163.43013,S-AIS,20230212162728,4727649216664958560
367729000,436772911,55.720795,-163.79611,S-AIS,20230212162728,5018758114257344872
366046000,7334826,56.076233,-163.33728,S-AIS,20230212162728,4842956100578929456
366978110,76613636,56.34255,-163.25346,S-AIS,20230212162728,6848144252247974974
368037000,7710721,56.119675,-163.30176,S-AIS,20230212162727,4921587674641321096
366062000,6079500,56.054718,-163.22682,S-AIS,20230212162727,4856396530716879280
366047000,7738412,56.24375,-163.26038,S-AIS,20230212162728,5061380682506399512
367108570,8812174,56.11035,-163.2006,S-AIS,20230212162728,6260392615039050202
367038990,0,56.25955,-163.30576,S-AIS,20230212162728,6634437674715353614
369604000,7318949,56.206036,-163.31973,S-AIS,20230212162727,4713993488407442848
367326360,7043221,56.19457,-163.25464,S-AIS,20230212162728,5065364213135111320
338671000,8012308,56.129253,-163.0632,S-AIS,20230212162728,5074286887404811672
353946000,9152181,11.5204,-162.5847,S-AIS,20230212162727,4784166588219181456
636092330,9467017,28.485847,-162.276,S-AIS,20230212162727,6160895604792360874
431332000,9629902,33.402004,-162.97559,S-AIS,20230212162728,4708068546724600480
367328720,0,55.059887,-162.32657,S-AIS,20230212162727,4823295733163949520
367083630,7534634,55.05929,-162.31827,S-AIS,20230212162727,6737563069307764846
367171480,8851467,55.054966,-162.32657,S-AIS,20230212162727,5078461595645024152
367377520,0,55.059193,-162.32718,S-AIS,20230212162728,4868226176321436784
367465260,620343,55.054825,-162.32591,S-AIS,20230212162728,5562572167308579628
367497340,0,55.05938,-162.327,S-AIS,20230212162727,5729275722265497724
367123630,7933684,55.05422,-162.32729,S-AIS,20230212162727,6723559689216449710
303244000,8855463,55.059265,-162.3186,S-AIS,20230212162728,4742626935791887072
367615000,559778,55.0539,-162.32645,S-AIS,20230212162727,5048154657137450008
311001136,9460796,26.22404,-161.98761,S-AIS,20230212162727,4827969104202268720
563073700,9348651,30.341103,-161.87106,S-AIS,20230212162727,5283562806964114084
538004590,9460863,54.162037,-161.29907,S-AIS,20230212162727,6740940867983461486
351224000,9514353,16.274042,-160.04788,S-AIS,20230212162727,4665937889588101312
477024500,9603702,30.998281,-160.10265,S-AIS,20230212162727,5459169300758581492
372997000,9419747,35.77105,-160.90889,S-AIS,20230212162727,4933613239477697416
367578000,0,55.335163,-160.5021,S-AIS,20230212162728,4788669912982277008
303419000,0,55.33376,-160.49785,S-AIS,20230212162727,5160256636393475704
366287850,0,55.33386,-160.49713,S-AIS,20230212162728,6194185522371697642
352508000,9633252,30.630655,-159.14034,S-AIS,20230212162728,4721690138504255584
353778000,9700873,30.948448,-159.92339,S-AIS,20230212162728,4802836295658649936
636019717,9430777,30.010176,-159.73555,S-AIS,20230212162728,7496740659888972805
219210000,9456783,32.645252,-159.91554,S-AIS,20230212162728,4765303375188254992
352001395,9169342,33.29157,-159.92392,S-AIS,20230212162727,8335661301384289651
563155200,9789996,34.775272,-159.25816,S-AIS,20230212162727,4621293968205877504
440255000,9749568,35.885292,-159.14021,S-AIS,20230212162728,5048798060490899992
636020595,9504592,35.27159,-159.32715,S-AIS,20230212162727,8338913790207256435
355899000,9563603,52.754917,-159.47075,S-AIS,20230212162727,5159536559408977528
352001187,9699361,15.681309,-158.65775,S-AIS,20230212162727,8164524515544210595
370295000,9392157,34.726067,-158.6722,S-AIS,20230212162727,5098235418920501464
351628000,9638460,37.35294,-158.68652,S-AIS,20230212162727,4743886666928057056
352695000,9574145,53.77795,-158.58011,S-AIS,20230212162727,5103537332691514072
563066700,9805702,53.89221,-158.90962,S-AIS,20230212162727,5529149724144154444
477103900,9599119,54.32967,-158.9508,S-AIS,20230212162727,5636258842551519004
367594480,8852356,55.91213,-158.76634,S-AIS,20230212162727,4896580382178741232
367124290,8332136,56.30518,-158.40433,S-AIS,20230212162728,5818336164114980674
215154000,9454400,33.643333,-157.10193,S-AIS,20230212162728,4805291101257923920
636016769,9725548,53.588203,-157.83044,S-AIS,20230212162728,6937449881164896385
351994000,9707821,54.56505,-157.38043,S-AIS,20230212162728,4773876946087641232
374543000,9763980,32.99713,-156.73494,S-AIS,20230212162728,5067168168126124696
538006010,9681156,37.463005,-156.56429,S-AIS,20230212162728,6332802151753011706
367082610,0,57.027916,-156.72604,S-AIS,20230212162727,6021068516090788978
563109600,9573751,33.958908,-155.34308,S-AIS,20230212162727,4746374410981629664
538009876,9403607,51.47212,-155.37112,S-AIS,20230212162728,5341728758754795796
636022027,9792709,56.83259,-155.44627,S-AIS,20230212162728,8371564887505693963
477160100,9272216,33.752193,-154.08818,S-AIS,20230212162727,5283218853012234916
353934000,9282259,34.438663,-154.75041,S-AIS,20230212162727,4852142795094792880
311000759,9827401,35.231728,-154.67578,S-AIS,20230212162727,8890004861857922743
368142580,8856144,56.895126,-154.25241,S-AIS,20230212162727,5459950349042411764
368926382,9270335,57.546722,-153.90677,S-AIS,20230212162728,6728008313264234158
367085290,0,57.014553,-153.01736,S-AIS,20230212162727,6185872114954880746
232024278,9866691,37.87854,-152.38057,S-AIS,20230212162727,6540786780274452694
368008610,0,57.7768,-152.41281,S-AIS,20230212162728,5867836177598340514
367319530,1070580,57.786507,-152.40332,S-AIS,20230212162728,6189856745094175210
303328000,7050690,57.78576,-152.41667,S-AIS,20230212162727,4626756002410425088
367474280,9125762,57.781433,-152.43382,S-AIS,20230212162728,5015666287559784040
367181980,532081,57.783615,-152.42783,S-AIS,20230212162727,5638737536787595420
367556830,0,57.78619,-152.40904,S-AIS,20230212162727,6829574600367044830
367659330,0,57.786972,-152.41139,S-AIS,20230212162727,5810793514348972354
367707330,7042916,57.16913,-152.74986,S-AIS,20230212162727,5821137719743136962
367165265,0,57.78704,-152.40218,S-AIS,20230212162728,7115566370844213073
367379340,0,57.77843,-152.41205,S-AIS,20230212162728,5508159535873115020
367700050,0,57.77801,-152.41336,S-AIS,20230212162727,5946253346891016274
366830940,0,57.777267,-152.41452,S-AIS,20230212162727,5668253926434891100
367405880,0,57.787224,-152.41187,S-AIS,20230212162727,5131035843638995768
367380220,0,57.77874,-152.4124,S-AIS,20230212162727,5753605715564807932
366542920,7933622,57.777466,-152.41206,S-AIS,20230212162727,4935987978428809288
368086630,0,57.784843,-152.42055,S-AIS,20230212162727,6457110638411943526
367394090,7609269,57.77845,-152.4108,S-AIS,20230212162727,6138382008728288554
368053210,0,57.786156,-152.41548,S-AIS,20230212162728,6265637285504486362
368144990,7641384,57.733818,-152.51936,S-AIS,20230212162727,6814970886927512158
367507830,0,57.777546,-152.41238,S-AIS,20230212162728,6604381424858937718
240988000,9494137,53.24759,-151.93643,S-AIS,20230212162728,4736993630854393696
563124900,9865934,55.705853,-151.78932,S-AIS,20230212162728,5284484197708241572
367950000,0,59.60457,-151.4205,S-AIS,20230212162728,4848017152603486384
367085340,972714,59.437572,-151.71709,S-AIS,20230212162727,5636432960415680284
367465130,0,59.605366,-151.42313,S-AIS,20230212162728,6148040118866743978
369291000,9056246,59.604992,-151.42097,S-AIS,20230212162728,5178523957002956536
338110000,9704790,59.62053,-151.38469,S-AIS,20230212162727,4834958390409504304
338792000,8964604,60.991924,-151.40897,S-AIS,20230212162727,4655705009733865024
367365030,7433830,60.63876,-151.37408,S-AIS,20230212162727,6445893420784651174
636019966,9802334,53.196182,-150.02637,S-AIS,20230212162727,6902265509076067582
369701000,9232278,58.821598,-150.3238,S-AIS,20230212162727,4918814912476164232
338155000,0,-17.57026,-149.6227,T-AIS,20230212162727,5182228142926321144
353767000,9749984,38.07753,-149.9181,S-AIS,20230212162728,5087970447066533464
229178000,9597020,52.264072,-149.68399,S-AIS,20230212162728,4780506597353388688
235335000,0,36.75519,-148.99675,S-AIS,20230212162727,5092964368631917912
636018220,9811957,39.370457,-148.92323,S-AIS,20230212162727,5557096595375840812
636013377,9473121,56.994194,-148.68338,S-AIS,20230212162727,6968412128603065153
367463950,0,59.781956,-148.71288,S-AIS,20230212162728,6637243628389862926
367103740,0,60.77833,-148.6987,S-AIS,20230212162728,5754582081889996540
636093023,9599195,42.066517,-147.52612,S-AIS,20230212162728,9119813336532910687
368033930,0,60.642605,-147.46233,S-AIS,20230212162727,6071131479527637130
368021610,9824150,60.642807,-147.46072,S-AIS,20230212162727,6161625684540100714
253246000,9789908,38.94824,-146.97354,S-AIS,20230212162728,4834339580026567216
538005026,9286932,42.911366,-146.56987,S-AIS,20230212162728,5844724542136733218
636017376,9789817,52.804634,-146.64064,S-AIS,20230212162728,4744196862635465440
338205000,7502332,60.66494,-146.63388,S-AIS,20230212162727,4946717150303263048
369332000,9824203,61.12148,-146.30663,T-AIS,20230212162728,4700755368408747808
266261000,9332937,39.343784,-145.21745,S-AIS,20230212162727,4905228118339277320
210872000,9279484,49.48247,-145.56944,S-AIS,20230212162727,4672874167141508800
367597520,8794061,60.54579,-145.7675,S-AIS,20230212162728,4826211638001080272
215181000,9780885,42.36351,-144.7048,S-AIS,20230212162727,4961193053983565512
538009572,9877860,53.526955,-143.96968,S-AIS,20230212162728,5331877134569922532
636019792,9890666,42.60701,-142.06154,S-AIS,20230212162727,4794580883466675280
431982000,9826811,44.592777,-142.4522,S-AIS,20230212162727,4857272274614453680
636020671,9881897,49.437923,-142.5183,S-AIS,20230212162728,9185590520152909759
636019969,9897822,47.167686,-140.74136,S-AIS,20230212162728,6929287106840290561
369272000,9206114,54.34855,-139.89961,S-AIS,20230212162728,4668350561714873536
366802840,0,57.054546,-135.34856,S-AIS,20230212162727,5078880509574838168
367700110,0,57.04968,-135.33044,S-AIS,20230212162727,6648814888760813710
367380860,0,58.301163,-134.42674,S-AIS,20230212162728,5738969016775854460
636018067,9804942,54.36669,-133.77702,S-AIS,20230212162727,8245745572916026771
367336180,0,55.56598,-133.30417,S-AIS,20230212162727,5464601283227097844
367672390,7823425,55.69054,-132.32584,S-AIS,20230212162727,6381343292141485126
338926449,0,56.749603,-132.96283,S-AIS,20230212162728,7185056742641998705
369514000,8967589,56.775166,-132.96722,S-AIS,20230212162727,4763286793703806480
367173750,0,56.810772,-132.96396,S-AIS,20230212162727,6593641395278487670
367115930,8992065,55.33237,-131.6315,S-AIS,20230212162728,6223800868066672282
338855000,8964298,55.348583,-131.68855,S-AIS,20230212162728,5082403482241238104
367770980,9835812,55.293243,-131.56662,S-AIS,20230212162728,5309592133943672164
414225000,9743710,52.706627,-130.67441,S-AIS,20230212162727,5013143303557780072
215465000,9865374,52.196682,-130.59926,S-AIS,20230212162727,4976331130075069480
316009612,0,54.31659,-130.3262,T-AIS,20230212162727,5498308908069285004
367610180,0,46.580532,-124.16644,T-AIS,20230212162728,5234491091719899460
338163312,0,46.30495,-124.03618,T-AIS,20230212162728,4871761243614475888
316027292,0,49.618877,-124.04447,T-AIS,20230212162727,5648387847214215580
316019735,0,49.28693,-124.133934,T-AIS,20230212162727,8793870711955788823
367498220,0,46.167244,-123.91714,T-AIS,20230212162728,5616685731581236204
367623540,0,48.53738,-123.014946,T-AIS,20230212162727,5453760098577513844
563179700,9575137,49.33253,-123.236984,T-AIS,20230212162727,5423356914342916276
538009678,9523263,49.289356,-123.079506,T-AIS,20230212162728,6665787049201721422
316048646,0,49.2962,-123.1252,T-AIS,20230212162728,6352427132711765254
319630000,9179830,49.30901,-123.08203,T-AIS,20230212162728,4851832767141194416
316043744,9521069,49.292084,-123.12538,T-AIS,20230212162727,4747808659228488160
303349000,9824215,49.307045,-123.07717,T-AIS,20230212162728,4913227159957716232
316005496,0,49.19833,-123.1011,T-AIS,20230212162728,5156316811365833848
357053000,9909065,49.3321,-123.24667,T-AIS,20230212162727,4941298344703570504
316003668,6420484,49.14336,-123.03597,T-AIS,20230212162727,5380370892827514196
316039275,0,49.201088,-123.03414,T-AIS,20230212162727,8467219001483092075
316027000,0,49.29451,-123.1313,T-AIS,20230212162728,5152991888203460728
316015284,0,49.29337,-123.13133,T-AIS,20230212162727,5426867040542917300
316033881,0,49.290947,-123.12592,T-AIS,20230212162728,7400710314726411097
366962000,9131369,34.992332,-122.1835,T-AIS,20230212162727,4803580390165931344
338241451,0,37.779236,-122.254456,T-AIS,20230212162728,8464837699837700011
367362010,9385740,37.794754,-122.3599,T-AIS,20230212162727,6268916029177823194
367688490,0,37.806488,-122.44628,T-AIS,20230212162728,6140541449565535018
367605870,0,37.85902,-122.47979,T-AIS,20230212162727,6739397054703417454
338124626,0,37.784035,-122.26699,T-AIS,20230212162728,5962406409624051538
368121250,0,37.86656,-122.31542,T-AIS,20230212162727,5866540952900933026
338117512,0,37.864094,-122.49128,T-AIS,20230212162728,4931645044909622152
368157840,0,37.915546,-122.47584,T-AIS,20230212162727,4776458736844776592
367393180,0,45.697628,-122.86929,T-AIS,20230212162728,5649741449158588828
367363590,0,45.64783,-122.74105,T-AIS,20230212162727,6347940128889341446
